"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"European Equities";"";;;;;;;;;;;
"10 Jan 2019";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"FUGRO";"NL0000352565";"FUR";"Euronext Amsterdam";"EUR";"9.30";"9.58";"9.10";"9.386";"10/01/2019 17:35";"CET";"1514275";"14247684.644"
"FUT.CLUBE PORTO";"PTFCP0AM0008";"FCP";"Euronext Lisbon";"EUR";"0.72";"0.72";"0.72";"0.72";"10/01/2019 19:34";"BST";"634";"456.48"
"FUTUREN";"FR0011284991";"FTRN";"Euronext Paris";"EUR";"1.13";"1.135";"1.13";"1.135";"10/01/2019 16:51";"CET";"17037";"19262.845"
"G.A.I.";"FR0000053415";"MLGAI";"Euronext Access Paris";"EUR";"80.00";"80.00";"80.00";"80.00";"21/11/2018 14:47";"CET";"1287";"102960.00"
"GALAPAGOS";"BE0003818359";"GLPG";"Euronext Amsterdam, Brussels";"EUR";"90.00";"92.04";"88.54";"91.88";"10/01/2019 17:35";"CET";"416686";"37924715.72"
"GALEO";"FR0011100759";"MLGAL";"Euronext Access Paris";"EUR";"0.94";"0.94";"0.94";"0.94";"10/01/2019 16:30";"CET";"300";"282.00"
"GALIMMO";"FR0000030611";"GALIM";"Euronext Paris";"EUR";"24.60";"24.60";"24.60";"24.60";"10/01/2019 11:30";"CET";"1";"24.60"
"GALLOO ILE DE FCE";"FR0000077232";"MLGRD";"Euronext Access Paris";"EUR";"9.94";"9.94";"9.94";"9.94";"27/12/2016 15:00";"CET";"3";"29.82"
"GALP ENERGIA-NOM";"PTGAL0AM0009";"GALP";"Euronext Lisbon";"EUR";"14.575";"14.59";"14.31";"14.495";"10/01/2019 22:35";"BST";"1589133";"23013331.775"
"GASCOGNE";"FR0000124414";"ALBI";"Euronext Growth Paris";"EUR";"3.36";"3.50";"3.35";"3.50";"07/01/2019 17:28";"CET";"3503";"11764.05"
"GAUMONT";"FR0000034894";"GAM";"Euronext Paris";"EUR";"115.50";"115.50";"112.50";"112.50";"10/01/2019 17:25";"CET";"587";"67277.50"
"GAUSSIN";"FR0010342329";"ALGAU";"Euronext Growth Paris";"EUR";"0.2875";"0.2965";"0.266";"0.2795";"10/01/2019 17:35";"CET";"1610501";"453199.6515"
"GAUSSIN BSAR";"FR0011462803";"GAUBS";"Euronext Growth Paris";"EUR";"0.19";"0.19";"0.19";"0.19";"09/01/2019 12:19";"CET";"492";"93.48"
"GBL";"BE0003797140";"GBLB";"Euronext Brussels";"EUR";"78.20";"79.40";"77.86";"79.40";"10/01/2019 17:35";"CET";"112924";"8902772.42"
"GDS MOULINS STRAS.";"FR0000064180";"GDMS";"Euronext Paris";"EUR";"645.00";"645.00";"645.00";"645.00";"21/08/2018 11:30";"CET";"5";"3225.00"
"GEA GRENOBL.ELECT.";"FR0000053035";"GEA";"Euronext Paris";"EUR";"87.00";"87.20";"87.00";"87.00";"10/01/2019 14:38";"CET";"58";"5056.40"
"GECI INTL";"FR0000079634";"GECP";"Euronext Paris";"EUR";"0.113";"0.1155";"0.111";"0.112";"10/01/2019 17:35";"CET";"698276";"78620.1985"
"GECI INTL BSAR A";"FR0013266764";"GECBT";"Euronext Paris";"EUR";"0.0106";"0.011";"0.0106";"0.011";"10/01/2019 09:33";"CET";"72683";"770.9418"
"GECINA NOM.";"FR0010040865";"GFC";"Euronext Paris";"EUR";"119.10";"119.50";"117.10";"118.60";"10/01/2019 17:35";"CET";"156461";"18569958.70"
"GEMALTO";"NL0000400653";"GTO";"Euronext Amsterdam, Paris";"EUR";"50.72";"50.76";"50.64";"50.68";"10/01/2019 17:35";"CET";"350046";"17742062.42"
"GENERAL ELECTRIC";"US3696041033";"GNE";"Euronext Paris";"EUR";"7.40";"7.65";"7.35";"7.60";"10/01/2019 17:09";"CET";"18076";"134988.23"
"GENERIX GROUP FCE";"FR0010501692";"GENX";"Euronext Paris";"EUR";"3.36";"3.44";"3.36";"3.44";"10/01/2019 16:42";"CET";"3298";"11202.08"
"GENEURO";"CH0308403085";"GNRO";"Euronext Paris";"EUR";"3.58";"3.58";"3.10";"3.43";"10/01/2019 14:28";"CET";"4202";"14038.81"
"GENFIT";"FR0004163111";"GNFT";"Euronext Paris";"EUR";"18.54";"18.55";"18.06";"18.15";"10/01/2019 17:35";"CET";"182576";"3325423.18"
"GENK LOGIST. CERT";"BE0003740546";"GENK";"Euronext Brussels";"EUR";"48.00";"48.00";"48.00";"48.00";"10/01/2019 16:30";"CET";"32";"1536.00"
"GENKYOTEX";"FR0011790542";"GKTX";"Euronext Paris, Brussels";"EUR";"1.25";"1.25";"1.21";"1.21";"10/01/2019 17:35";"CET";"76751";"93815.964"
"GENOMIC VISION";"FR0011799907";"GV";"Euronext Paris";"EUR";"0.358";"0.358";"0.327";"0.3475";"10/01/2019 17:35";"CET";"346320";"116932.9655"
"GENOWAY";"FR0004053510";"ALGEN";"Euronext Growth Paris";"EUR";"2.27";"2.27";"2.25";"2.27";"10/01/2019 17:14";"CET";"2575";"5826.55"
"GENSIGHT BIOLOGICS";"FR0013183985";"SIGHT";"Euronext Paris";"EUR";"2.98";"3.14";"2.82";"2.95";"10/01/2019 17:36";"CET";"358036";"1054654.78"
"GENTLEMENS EQUITY";"PTGVE1AE0009";"MLGEQ";"Euronext Access Paris";"EUR";"0.021";"0.021";"0.021";"0.021";"10/01/2019 14:27";"CET";"30000";"630.00"
"GETLINK SE";"FR0010533075";"GET";"Euronext Paris, London";"EUR";"11.80";"11.945";"11.71";"11.865";"10/01/2019 17:35";"CET";"1470120";"17412835.49"
"GEVELOT";"FR0000033888";"ALGEV";"Euronext Growth Paris";"EUR";"179.00";"179.00";"179.00";"179.00";"10/01/2019 11:30";"CET";"3";"537.00"
"GIMV";"BE0003699130";"GIMB";"Euronext Brussels";"EUR";"47.55";"47.80";"47.35";"47.60";"10/01/2019 17:35";"CET";"9830";"467917.35"
"GL EVENTS";"FR0000066672";"GLO";"Euronext Paris";"EUR";"18.00";"18.22";"17.50";"18.18";"10/01/2019 17:35";"CET";"31552";"565471.28"
"GLINTT";"PTPAD0AM0007";"GLINT";"Euronext Lisbon";"EUR";"0.183";"0.197";"0.183";"0.197";"09/01/2019 18:44";"BST";"2100";"412.30"
"GLOBAL BIOENERGIES";"FR0011052257";"ALGBE";"Euronext Growth Paris";"EUR";"7.50";"7.50";"7.02";"7.41";"10/01/2019 17:35";"CET";"21959";"161923.28"
"GLOBAL ECOPOWER";"FR0011289198";"ALGEP";"Euronext Growth Paris";"EUR";"1.60";"1.60";"1.51";"1.54";"10/01/2019 17:23";"CET";"12753";"19759.515"
"GLOBAL GRAPHICS";"GB00BYN5BY03";"GLOG";"Euronext Brussels";"EUR";"4.23";"4.25";"4.23";"4.25";"10/01/2019 17:29";"CET";"3010";"12792.30"
"GLOBAL HEALTH GR.";"CH0121668229";"MLIFE";"Euronext Access Paris";"EUR";"0.478";"0.478";"0.478";"0.478";"24/12/2018 11:30";"CET";"114";"54.49"
"GOLD BY GOLD";"FR0011208693";"ALGLD";"Euronext Growth Paris";"EUR";"1.10";"1.10";"1.10";"1.10";"10/01/2019 11:30";"CET";"100";"110.00"
"GOUR MEDICAL";"CH0342399851";"MLGML";"Euronext Access Paris";"EUR";"1.45";"1.45";"1.45";"1.45";"08/01/2019 17:09";"CET";"36";"52.20"
"GPE GROUP PIZZORNO";"FR0010214064";"GPE";"Euronext Paris";"EUR";"14.20";"14.30";"14.20";"14.30";"10/01/2019 16:04";"CET";"81";"1158.20"
"GPE PAROT (AUTO)";"FR0013204070";"ALPAR";"Euronext Growth Paris";"EUR";"5.32";"5.36";"5.32";"5.36";"10/01/2019 11:10";"CET";"1867";"9941.62"
"GRAINES VOLTZ";"FR0000065971";"GRVO";"Euronext Paris";"EUR";"35.80";"36.00";"35.80";"36.00";"10/01/2019 16:30";"CET";"748";"26926.80"
"GRANDVISION";"NL0010937066";"GVNV";"Euronext Amsterdam";"EUR";"19.77";"19.90";"19.31";"19.34";"10/01/2019 17:35";"CET";"123798";"2411206.30"
"GRECEMAR";"FR0012991040";"MLCMG";"Euronext Access Paris";"EUR";"4.52";"4.80";"4.52";"4.80";"26/11/2018 16:30";"CET";"15";"69.20"
"GREEN ENERGY GE4S";"BE0948833760";"MLGES";"Euronext Access Paris";"EUR";"2.90";"2.90";"2.90";"2.90";"02/01/2019 11:30";"CET";"80";"232.00"
"GREENYARD";"BE0003765790";"GREEN";"Euronext Brussels";"EUR";"7.70";"7.74";"7.50";"7.57";"10/01/2019 17:35";"CET";"29112";"219988.48"
"GROUPE CARNIVOR";"FR0000076960";"MLGRC";"Euronext Access Paris";"EUR";"15.50";"15.50";"15.50";"15.50";"07/01/2019 16:30";"CET";"10";"155.00"
"GROUPE CRIT";"FR0000036675";"CEN";"Euronext Paris";"EUR";"55.00";"55.80";"54.50";"55.20";"10/01/2019 17:35";"CET";"2860";"157458.10"
"GROUPE FLO";"FR0004076891";"FLO";"Euronext Paris";"EUR";"0.21";"0.21";"0.2095";"0.2095";"10/01/2019 17:16";"CET";"5814";"1220.358"
"GROUPE GORGE";"FR0000062671";"GOE";"Euronext Paris";"EUR";"9.95";"10.10";"9.80";"9.95";"10/01/2019 17:35";"CET";"7149";"70811.79"
"GROUPE GUILLIN";"FR0012819381";"ALGIL";"Euronext Growth Paris";"EUR";"22.00";"22.00";"21.55";"21.55";"10/01/2019 17:35";"CET";"7463";"162875.80"
"GROUPE IRD";"FR0000124232";"IRD";"Euronext Paris";"EUR";"23.60";"23.60";"23.60";"23.60";"10/01/2019 12:23";"CET";"21";"495.60"
"GROUPE JAJ";"FR0004010338";"GJAJ";"Euronext Paris";"EUR";"1.45";"1.45";"1.45";"1.45";"10/01/2019 11:30";"CET";"381";"552.45"
"GROUPE LDLC";"FR0000075442";"LDL";"Euronext Paris";"EUR";"7.25";"8.08";"7.21";"8.08";"10/01/2019 17:37";"CET";"44933";"343327.24"
"GROUPE OPEN";"FR0004050300";"OPN";"Euronext Paris";"EUR";"20.80";"21.85";"20.75";"20.95";"10/01/2019 17:35";"CET";"8795";"186239.65"
"GROUPE PARTOUCHE";"FR0012612646";"PARP";"Euronext Paris";"EUR";"19.40";"19.40";"18.75";"18.95";"10/01/2019 17:22";"CET";"2217";"42074.50"
"GROUPE PLUS-VALUES";"FR0010529719";"MLPVG";"Euronext Access Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"18/03/2013 15:00";"CET";"20000";"200.00"
"GROUPE SFPI";"FR0004155000";"SFPI";"Euronext Paris";"EUR";"2.29";"2.30";"2.25";"2.30";"10/01/2019 17:37";"CET";"21324";"48699.42"
"GROUPIMO";"FR0013297488";"ALIMO";"Euronext Growth Paris";"EUR";"0.052";"0.052";"0.052";"0.052";"09/01/2019 16:30";"CET";"95";"4.94"
"GROWNERS";"BE0003861789";"GROWN";"Euronext Access Brussels";"EUR";"2.40";"2.40";"2.40";"2.40";"29/11/2018 11:30";"CET";"833";"1999.20"
"GT BIOPHARMA INC";"US36254L1008";"GTBP";"Euronext Paris";"EUR";"1.03";"1.03";"1.03";"1.03";"04/12/2018 16:30";"CET";"1";"1.03"
"GTT";"FR0011726835";"GTT";"Euronext Paris";"EUR";"67.95";"68.10";"66.15";"66.80";"10/01/2019 17:35";"CET";"56228";"3771957.10"
"GUANDAO PUER INVES";"LU1840650458";"MLGDI";"Euronext Access Paris";"EUR";"2.49";"2.49";"2.49";"2.49";"13/12/2018 16:30";"CET";"200";"498.00"
"GUERBET";"FR0000032526";"GBT";"Euronext Paris";"EUR";"53.20";"56.70";"53.20";"56.70";"10/01/2019 17:35";"CET";"11845";"660792.70"
"GUERBET NV19";"FR0013383130";"GBTNV";"Euronext Paris";"EUR";"53.00";"53.00";"53.00";"53.00";"10/01/2019 11:30";"CET";"200";"10600.00"
"GUILLEMOT";"FR0000066722";"GUI";"Euronext Paris";"EUR";"3.98";"4.06";"3.91";"4.06";"10/01/2019 17:35";"CET";"30106";"119128.95"
"GUY DEGRENNE";"FR0004035061";"GUYD";"Euronext Paris";"EUR";"0.224";"0.224";"0.224";"0.224";"10/01/2019 16:30";"CET";"7676";"1719.424"
"H2O INNOVATION INC";"CA4433003064";"ALHEO";"Euronext Growth Paris";"EUR";"0.61";"0.61";"0.61";"0.61";"03/01/2019 13:12";"CET";"24";"14.64"
"HAL TRUST";"BMG455841020";"HAL";"Euronext Amsterdam";"EUR";"137.00";"137.20";"136.20";"137.00";"10/01/2019 17:35";"CET";"1795";"245587.00"
"HAMON";"BE0003700144";"HAMO";"Euronext Brussels";"EUR";"0.32";"0.342";"0.32";"0.322";"10/01/2019 15:22";"CET";"44200";"14607.039"
"HARVEST";"FR0010207795";"ALHVS";"Euronext Growth Paris";"EUR";"85.50";"85.50";"85.50";"85.50";"10/01/2019 16:37";"CET";"4";"342.00"
"HAULOTTE GROUP";"FR0000066755";"PIG";"Euronext Paris";"EUR";"9.45";"9.65";"9.36";"9.45";"10/01/2019 17:35";"CET";"23754";"225068.11"
"HeadFirst Source G";"CWN814651014";"HFS";"Euronext Amsterdam";"EUR";"0.282";"0.282";"0.282";"0.282";"10/01/2019 14:13";"CET";"3501";"987.282"
"HEALTH";"FR0013251584";"MLAHC";"Euronext Access Paris";"EUR";"1.40";"1.40";"1.40";"1.40";"10/01/2019 11:30";"CET";"11";"15.40"
"HEIJMANS";"NL0009269109";"HEIJM";"Euronext Amsterdam";"EUR";"8.70";"8.85";"8.51";"8.81";"10/01/2019 17:35";"CET";"66026";"579019.07"
"HEINEKEN";"NL0000009165";"HEIA";"Euronext Amsterdam";"EUR";"75.62";"77.12";"75.62";"77.12";"10/01/2019 17:39";"CET";"558745";"42853762.50"
"HEINEKEN HOLDING";"NL0000008977";"HEIO";"Euronext Amsterdam";"EUR";"73.20";"74.85";"73.00";"74.85";"10/01/2019 17:35";"CET";"79939";"5949528.15"
"HERIGE";"FR0000066540";"ALHRG";"Euronext Growth Paris";"EUR";"23.40";"23.40";"23.40";"23.40";"10/01/2019 12:48";"CET";"20";"468.00"
"HERMES INTL";"FR0000052292";"RMS";"Euronext Paris";"EUR";"489.00";"490.60";"484.10";"489.90";"10/01/2019 17:39";"CET";"66099";"32298832.90"
"HEXCEL";"US4282911084";"HXL";"Euronext Paris";"EUR";"50.00";"50.00";"50.00";"50.00";"20/11/2018 15:32";"CET";"22";"1100.00"
"HF";"FR0000038531";"HF";"Euronext Paris";"EUR";"5.66";"5.66";"5.66";"5.66";"10/01/2019 09:00";"CET";"1";"5.66"
"HIGH CO";"FR0000054231";"HCO";"Euronext Paris";"EUR";"4.80";"4.80";"4.69";"4.69";"10/01/2019 17:24";"CET";"2599";"12216.42"
"HIOLLE INDUSTRIES";"FR0000077562";"ALHIO";"Euronext Growth Paris";"EUR";"4.28";"4.30";"4.28";"4.30";"10/01/2019 13:47";"CET";"251";"1079.28"
"HIPAY GROUP";"FR0012821916";"HIPAY";"Euronext Paris";"EUR";"8.48";"8.48";"8.10";"8.48";"10/01/2019 10:04";"CET";"2443";"20272.24"
"HITECHPROS";"FR0010396309";"ALHIT";"Euronext Growth Paris";"EUR";"14.20";"14.20";"14.20";"14.20";"10/01/2019 16:30";"CET";"538";"7639.60"
"HK";"DE000A11Q133";"MLHK";"Euronext Access Paris";"EUR";"199.00";"199.00";"199.00";"199.00";"10/01/2019 11:30";"CET";"1";"199.00"
"HOCHE BAINS L.BAIN";"FR0000051302";"MLHBB";"Euronext Access Paris";"EUR";"12.90";"12.90";"12.90";"12.90";"21/11/2018 11:30";"CET";"10";"129.00"
"HOLLAND COLOURS";"NL0000440311";"HOLCO";"Euronext Amsterdam";"EUR";"78.20";"78.20";"78.00";"78.00";"10/01/2019 12:26";"CET";"107";"8346.20"
"HOLOSFIND";"FR0010446765";"ALHOL";"Euronext Growth Paris";"EUR";"0.02";"0.03";"0.02";"0.02";"30/06/2017 17:35";"CET";"516500";"12040.00"
"HOME CONCEPT";"FR0012336691";"MLHCF";"Euronext Access Paris";"EUR";"10.50";"10.50";"10.50";"10.50";"06/12/2018 16:30";"CET";"10";"105.00"
"HOME INVEST BE.";"BE0003760742";"HOMI";"Euronext Brussels";"EUR";"92.40";"93.20";"92.40";"92.40";"10/01/2019 17:19";"CET";"1371";"126973.20"
"HOPENING";"FR0010312181";"MLHPE";"Euronext Access Paris";"EUR";"2.20";"2.20";"2.20";"2.20";"12/10/2018 16:30";"CET";"100";"220.00"
"HOPSCOTCH GROUPE";"FR0000065278";"HOP";"Euronext Paris";"EUR";"6.76";"6.76";"6.70";"6.70";"10/01/2019 16:04";"CET";"56";"377.06"
"HORIZONTALSOFTWARE";"FR0013219367";"ALHSW";"Euronext Growth Paris";"EUR";"0.915";"1.00";"0.915";"1.00";"10/01/2019 17:35";"CET";"2001";"2000.915"
"HOT.MAJESTIC CANNE";"FR0006226791";"MLHMC";"Euronext Access Paris";"EUR";"3840.00";"4220.00";"3840.00";"4220.00";"28/12/2018 16:30";"CET";"2";"8060.00"
"HOTELIM";"FR0000053738";"MLHOT";"Euronext Access Paris";"EUR";"33.00";"33.00";"33.00";"33.00";"21/12/2018 11:30";"CET";"1";"33.00"
"HOTELS DE PARIS";"FR0004165801";"HDP";"Euronext Paris";"EUR";"2.74";"2.74";"2.74";"2.74";"03/01/2019 16:30";"CET";"905";"2479.70"
"HOTL.IMMOB.NICE";"FR0006563904";"MLHIN";"Euronext Access Paris";"EUR";"151.00";"151.00";"151.00";"151.00";"08/01/2019 16:30";"CET";"1";"151.00"
"HSBC HOLDINGS";"GB0005405286";"HSB";"Euronext Paris";"EUR";"7.289";"7.289";"7.13";"7.226";"10/01/2019 17:11";"CET";"11580";"83198.639"
"HUBWOO";"FR0004052561";"HBW";"Euronext Paris";"EUR";"0.158";"0.165";"0.14";"0.165";"10/01/2019 12:05";"CET";"1010";"166.418"
"HUNTER DOUGLAS";"ANN4327C1220";"HDG";"Euronext Amsterdam";"EUR";"57.20";"58.00";"57.20";"57.20";"10/01/2019 17:35";"CET";"252";"14466.60"
"HUNTER DOUGLAS";"ANN4327C1303";"HUNDP";"Euronext Amsterdam";"EUR";"0.46";"0.46";"0.46";"0.46";"31/12/2018 11:30";"CET";"18";"8.28"
"HYBRIGENICS";"FR0004153930";"ALHYG";"Euronext Growth Paris";"EUR";"0.084";"0.0849";"0.0716";"0.0761";"10/01/2019 17:35";"CET";"1743373";"133794.4633"
"HYDRATEC";"NL0009391242";"HYDRA";"Euronext Amsterdam";"EUR";"67.00";"67.00";"67.00";"67.00";"10/01/2019 11:30";"CET";"20";"1340.00"
"HYDRAULIQUE PB";"FR0000064735";"MLHYD";"Euronext Access Paris";"EUR";"466.00";"466.00";"466.00";"466.00";"19/03/2018 11:30";"CET";"1";"466.00"
"HYDRO-EXPLOIT.";"FR0005843125";"MLHYE";"Euronext Access Paris";"EUR";"59.00";"59.00";"59.00";"59.00";"10/01/2019 16:30";"CET";"200";"11800.00"
"I.CERAM";"FR0011511971";"ALICR";"Euronext Growth Paris";"EUR";"3.34";"3.34";"3.22";"3.24";"10/01/2019 14:02";"CET";"95";"306.06"
"I2S";"FR0005854700";"ALI2S";"Euronext Growth Paris";"EUR";"2.70";"2.70";"2.70";"2.70";"18/12/2018 11:30";"CET";"10";"27.00"
"IBA";"BE0003766806";"IBAB";"Euronext Brussels";"EUR";"12.25";"12.62";"12.08";"12.21";"10/01/2019 17:35";"CET";"62499";"765124.65"
"IBERSOL,SGPS";"PTIBS0AM0008";"IBS";"Euronext Lisbon";"EUR";"8.60";"9.06";"8.60";"8.66";"10/01/2019 22:35";"BST";"15968";"140505.46"
"IBM";"US4592001014";"IBMA";"Traded not listed Brussels";"USD";"152.00";"152.00";"152.00";"152.00";"11/10/2018 09:19";"CET";"400";"52527.00"
"ICADE";"FR0000035081";"ICAD";"Euronext Paris";"EUR";"69.10";"71.60";"68.85";"70.10";"10/01/2019 17:35";"CET";"126996";"8919194.05"
"ICT GROUP";"NL0000359537";"ICT";"Euronext Amsterdam";"EUR";"10.40";"10.40";"10.00";"10.00";"10/01/2019 17:28";"CET";"26098";"261537.65"
"ID LOGISTICS GROUP";"FR0010929125";"IDL";"Euronext Paris";"EUR";"132.00";"132.80";"128.20";"129.80";"10/01/2019 17:35";"CET";"1237";"161166.80"
"IDI";"FR0000051393";"IDIP";"Euronext Paris";"EUR";"39.60";"40.00";"39.60";"40.00";"10/01/2019 17:07";"CET";"471";"18775.80"
"IDS";"FR0000079691";"MLIDS";"Euronext Access Paris";"EUR";"0.655";"0.655";"0.655";"0.655";"02/01/2019 16:30";"CET";"5";"3.28"
"IDSUD";"FR0000062184";"ALIDS";"Euronext Growth Paris";"EUR";"54.00";"54.00";"54.00";"54.00";"10/01/2019 09:00";"CET";"1";"54.00"
"IEP INVEST";"BE0003748622";"IEP";"Euronext Brussels";"EUR";"6.15";"6.15";"6.15";"6.15";"10/01/2019 09:25";"CET";"25";"153.75"
"IEX GROUP NV";"NL0010556726";"IEX";"Euronext Amsterdam";"EUR";"3.50";"3.50";"3.50";"3.50";"27/12/2018 12:03";"CET";"50";"175.00"
"IFF";"US4595061015";"IFF";"Euronext Paris";"EUR";"106.50";"106.50";"106.50";"106.50";"29/10/2015 14:49";"CET";"15";"1597.50"
"IGE + XAO";"FR0000030827";"IGE";"Euronext Paris";"EUR";"130.00";"130.00";"130.00";"130.00";"10/01/2019 10:28";"CET";"14";"1820.00"
"ILIAD";"FR0004035913";"ILD";"Euronext Paris";"EUR";"114.45";"117.15";"114.30";"115.45";"10/01/2019 17:35";"CET";"160204";"18551127.95"
"IMALLIANCE";"FR0010086371";"MLIML";"Euronext Access Paris";"EUR";"0.144";"0.144";"0.144";"0.144";"10/01/2019 16:30";"CET";"22";"3.168"
"IMCD";"NL0010801007";"IMCD";"Euronext Amsterdam";"EUR";"60.55";"60.55";"59.45";"60.35";"10/01/2019 17:35";"CET";"56822";"3418224.40"
"IMERYS";"FR0000120859";"NK";"Euronext Paris";"EUR";"45.52";"46.74";"45.10";"45.52";"10/01/2019 17:35";"CET";"200121";"9163569.96"
"IMM.PARIS.PERLE";"FR0006859039";"MLIPP";"Euronext Access Paris";"EUR";"35.60";"35.60";"35.60";"35.60";"11/01/2018 16:30";"CET";"7";"249.20"
"IMMERSION";"FR0013060100";"ALIMR";"Euronext Growth Paris";"EUR";"2.62";"2.62";"2.62";"2.62";"10/01/2019 16:30";"CET";"300";"786.00"
"IMMO MCC";"BE0974287196";"MCC";"Euronext Brussels";"EUR";"729.60";"729.60";"729.60";"729.60";"10/01/2019 11:30";"CET";"1";"729.60"
"IMMO MOURY";"BE0003893139";"IMMOU";"Euronext Brussels";"EUR";"45.20";"46.00";"45.20";"46.00";"10/01/2019 16:35";"CET";"922";"41936.00"
"IMMOB.DASSAULT";"FR0000033243";"IMDA";"Euronext Paris";"EUR";"54.20";"54.20";"53.00";"54.20";"10/01/2019 15:31";"CET";"101";"5414.20"
"IMMOB.HOTELIERE";"FR0000036980";"IMHO";"Euronext Paris";"EUR";"1.29";"1.29";"1.29";"1.29";"01/10/2007 00:00";"CET";"1";"1.00"
"IMMOBEL";"BE0003599108";"IMMO";"Euronext Brussels";"EUR";"51.20";"52.20";"51.00";"51.60";"10/01/2019 17:35";"CET";"2151";"110691.60"
"IMOB.C GRAO PARA";"PTGPA0AP0007";"GPA";"Euronext Lisbon";"EUR";"0.15";"0.15";"0.15";"0.15";"08/01/2019 21:30";"BST";"43";"6.45"
"IMPLANET";"FR0010458729";"ALIMP";"Euronext Growth Paris";"EUR";"0.169";"0.176";"0.162";"0.162";"10/01/2019 17:28";"CET";"192491";"32057.672"
"IMPRESA,SGPS";"PTIPR0AM0000";"IPR";"Euronext Lisbon";"EUR";"0.1638";"0.1638";"0.155";"0.158";"10/01/2019 22:35";"BST";"570510";"89456.1686"
"IMPRIMERIE CHIRAT";"FR0000065773";"MLIMP";"Euronext Access Paris";"EUR";"12.60";"12.60";"12.60";"12.60";"08/01/2019 11:30";"CET";"241";"3036.60"
"INAPA-INV.P.GESTAO";"PTINA0AP0008";"INA";"Euronext Lisbon";"EUR";"0.08";"0.08";"0.08";"0.08";"10/01/2019 20:58";"BST";"450";"36.00"
"INAPA-PREF S/ VOTO";"PTINA2VP0019";"INAP";"Euronext Lisbon";"EUR";"0.10";"0.10";"0.10";"0.10";"11/12/2018 21:30";"BST";"9281";"928.10"
"INDLE FIN.ENTREPR.";"FR0000066219";"INFE";"Euronext Paris";"EUR";"53.00";"53.00";"53.00";"53.00";"08/01/2019 11:30";"CET";"54";"2862.00"
"INFOCLIP";"FR0011158823";"MLIFC";"Euronext Access Paris";"EUR";"1.80";"1.80";"1.80";"1.80";"07/01/2019 16:30";"CET";"60";"108.00"
"INFOTEL";"FR0000071797";"INF";"Euronext Paris";"EUR";"42.60";"45.00";"41.90";"44.05";"10/01/2019 17:35";"CET";"6242";"273612.90"
"ING GROEP N.V.";"NL0011821202";"INGA";"Euronext Amsterdam, Brussels";"EUR";"9.712";"9.851";"9.65";"9.851";"10/01/2019 17:35";"CET";"12981306";"127056199.025"
"INGENICO GROUP";"FR0000125346";"ING";"Euronext Paris";"EUR";"52.00";"52.46";"51.58";"52.40";"10/01/2019 17:35";"CET";"246537";"12866568.30"
"INNATE PHARMA";"FR0010331421";"IPH";"Euronext Paris";"EUR";"7.69";"7.69";"7.455";"7.67";"10/01/2019 17:35";"CET";"134362";"1015662.945"
"INNELEC MULTIMEDIA";"FR0000064297";"INN";"Euronext Paris";"EUR";"4.80";"4.80";"4.51";"4.69";"10/01/2019 17:35";"CET";"3120";"14477.40"
"INNOVADERMA PLC";"GB00BT9PTW34";"MLIDP";"Euronext Access Paris";"EUR";"0.70";"0.70";"0.70";"0.70";"05/09/2016 15:00";"CET";"75";"52.50"
"INSIDE SECURE";"FR0010291245";"INSD";"Euronext Paris";"EUR";"1.54";"1.638";"1.496";"1.62";"10/01/2019 17:36";"CET";"101042";"156653.846"
"INSTALLUX";"FR0000060451";"STAL";"Euronext Paris";"EUR";"324.00";"324.00";"324.00";"324.00";"10/01/2019 12:00";"CET";"17";"5508.00"
"INTEGRAGEN";"FR0010908723";"ALINT";"Euronext Growth Paris";"EUR";"1.15";"1.30";"1.15";"1.27";"10/01/2019 17:35";"CET";"196144";"241361.70"
"INTEL CORP";"US4581401001";"INCO";"Traded not listed Brussels";"USD";"44.00";"45.70";"44.00";"45.70";"27/12/2018 15:03";"CET";"280";"11038.05"
"INTERPARFUMS";"FR0004024222";"ITP";"Euronext Paris";"EUR";"34.45";"36.45";"34.15";"36.40";"10/01/2019 17:35";"CET";"50444";"1793382.50"
"INTERTRUST";"NL0010937058";"INTER";"Euronext Amsterdam";"EUR";"14.88";"14.91";"14.74";"14.74";"10/01/2019 16:35";"CET";"123862";"1833924.42"
"INTERVEST OFF-WARE";"BE0003746600";"INTO";"Euronext Brussels";"EUR";"21.00";"21.00";"20.75";"20.80";"10/01/2019 17:35";"CET";"25390";"529887.30"
"INTEXA";"FR0000064958";"ITXT";"Euronext Paris";"EUR";"2.30";"2.30";"2.30";"2.30";"19/12/2018 11:30";"CET";"43";"98.90"
"INTLE PLANT.HEVEAS";"FR0000036857";"SIPH";"Euronext Paris";"EUR";"82.00";"82.00";"81.30";"81.30";"10/01/2019 12:27";"CET";"240";"19652.00"
"INTRASENSE";"FR0011179886";"ALINS";"Euronext Growth Paris";"EUR";"0.231";"0.231";"0.211";"0.228";"10/01/2019 15:26";"CET";"161852";"35430.862"
"INVENTIVA";"FR0013233012";"IVA";"Euronext Paris";"EUR";"6.14";"6.20";"6.08";"6.20";"10/01/2019 17:14";"CET";"4248";"26195.68"
